Project Name,Street Name,Property Type,Transacted Price ($),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Postal District,District Name,Tenure Type,Lease Years,Floor Min,Floor Max,Floor Category,Transaction Year,Transaction Month
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,1010000,2021-09-01,Strata,51.0,19804,14," Geylang, Eunos",Leasehold,99.0,1,5,01-05,2021,9
,ROBINSON ROAD,Office,2030000,2021-09-01,Strata,55.0,36909,1," Raffles Place, Cecil, Marina, People's Park",Freehold,,6,10,06-10,2021,9
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Office,800000,2021-09-01,Strata,48.0,16667,15," Katong, Joo Chiat, Amber Road",Freehold,,1,5,01-05,2021,9
THE SUNFLOWER,GEYLANG ROAD,Office,710000,2021-09-01,Strata,56.0,12679,14," Geylang, Eunos",Freehold,,1,5,01-05,2021,9
FU LU SHOU COMPLEX,ROCHOR ROAD,Office,6880000,2021-09-01,Strata,400.0,17200,7," Middle Road, Golden Mile",Leasehold,103.0,1,5,01-05,2021,9
THE OCTAGON,CECIL STREET,Office,15472500,2021-09-01,Strata,575.0,26909,1," Raffles Place, Cecil, Marina, People's Park",Freehold,,6,10,06-10,2021,9
SOHO LIFE,JOO CHIAT ROAD,Office,635000,2021-09-01,Strata,39.0,16282,15," Katong, Joo Chiat, Amber Road",Freehold,,1,5,01-05,2021,9
THE PLAZA,BEACH ROAD,Office,700000,2021-09-01,Strata,40.0,17500,7," Middle Road, Golden Mile",Leasehold,99.0,11,15,11-15,2021,9
SHENTON HOUSE,SHENTON WAY,Office,1050000,2021-08-01,Strata,52.0,20192,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,11,15,11-15,2021,8
SOUTHBANK,NORTH BRIDGE ROAD,Office,1295000,2021-08-01,Strata,82.0,15793,7," Middle Road, Golden Mile",Leasehold,99.0,6,10,06-10,2021,8
PLUS,CECIL STREET,Office,11900000,2021-08-01,Strata,332.0,35843,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,21,25,21+,2021,8
SOHO LIFE,JOO CHIAT ROAD,Office,653000,2021-08-01,Strata,41.0,15927,15," Katong, Joo Chiat, Amber Road",Freehold,,1,5,01-05,2021,8
GUTHRIE BUILDING,CHANGI ROAD,Office,2980000,2021-08-01,Strata,282.0,10567,14," Geylang, Eunos",Freehold,,1,5,01-05,2021,8
PEOPLE'S PARK COMPLEX,PARK ROAD,Office,850000,2021-08-01,Strata,45.0,18889,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,1,5,01-05,2021,8
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,6247900,2021-08-01,Strata,270.0,23140,14," Geylang, Eunos",Leasehold,99.0,1,5,01-05,2021,8
HAVELOCK2,HAVELOCK ROAD,Office,1125000,2021-08-01,Strata,58.0,19397,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,6,10,06-10,2021,8
THE PROMENADE@PELIKAT,JALAN PELIKAT,Office,508000,2021-08-01,Strata,24.0,21167,19," Serangoon Garden, Hougang, Punggol",Freehold,,1,5,01-05,2021,8
GIFFARD MANSIONS,BALESTIER ROAD,Office,428000,2021-08-01,Strata,27.0,15852,12," Balestier, Toa Payoh, Serangoon",Freehold,,1,5,01-05,2021,8
,CHIN SWEE ROAD,Office,606375,2021-08-01,Strata,46.0,13182,3," Queenstown, Tiong Bahru",Leasehold,99.0,1,5,01-05,2021,8
,GEYLANG ROAD,Office,1200000,2021-08-01,Strata,166.0,7229,14," Geylang, Eunos",Freehold,,1,5,01-05,2021,8
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,4440000,2021-08-01,Strata,165.0,26909,6," High Street, Beach Road (part)",Leasehold,999.0,21,25,21+,2021,8
THE CENTRAL,EU TONG SEN STREET,Office,1700000,2021-08-01,Strata,60.0,28333,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,21,25,21+,2021,8
GOLDEN MILE TOWER,BEACH ROAD,Office,450000,2021-08-01,Strata,30.0,15000,7," Middle Road, Golden Mile",Leasehold,99.0,-1,-5,Basement,2021,8
GOLDEN MILE COMPLEX,BEACH ROAD,Office,202888,2021-08-01,Strata,12.0,16907,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2021,8
THE GOLDEN LANDMARK,VICTORIA STREET,Office,450000,2021-08-01,Strata,34.0,13235,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2021,8
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,10520000,2021-08-01,Strata,286.0,36783,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,36,40,21+,2021,8
REGENCY SUITES,KIM TIAN ROAD,Office,1610000,2021-07-01,Strata,99.0,16263,3," Queenstown, Tiong Bahru",Freehold,,1,5,01-05,2021,7
CENTRIUM SQUARE,SERANGOON ROAD,Office,1671615,2021-07-01,Strata,57.0,29327,8, Little India,Freehold,,16,20,16-20,2021,7
THE CENTRAL,EU TONG SEN STREET,Office,2070000,2021-07-01,Strata,86.0,24070,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,21,25,21+,2021,7
PARKWAY PARADE,MARINE PARADE ROAD,Office,1660000,2021-07-01,Strata,86.0,19302,15," Katong, Joo Chiat, Amber Road",Leasehold,99.0,11,15,11-15,2021,7
SOHO LIFE,JOO CHIAT ROAD,Office,600000,2021-07-01,Strata,37.0,16216,15," Katong, Joo Chiat, Amber Road",Freehold,,1,5,01-05,2021,7
INTERNATIONAL PLAZA,ANSON ROAD,Office,4714000,2021-07-01,Strata,219.0,21525,2," Anson, Tanjong Pagar",Leasehold,99.0,16,20,16-20,2021,7
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,1028000,2021-07-01,Strata,47.0,21872,14," Geylang, Eunos",Leasehold,99.0,6,10,06-10,2021,7
CHINATOWN POINT,NEW BRIDGE ROAD,Office,1800000,2021-07-01,Strata,98.0,18367,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,11,15,11-15,2021,7
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,962192,2021-07-01,Strata,45.0,21382,14," Geylang, Eunos",Leasehold,99.0,1,5,01-05,2021,7
GB BUILDING,CECIL STREET,Office,25480000,2021-07-01,Strata,1214.0,20988,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,1,5,01-05,2021,7
GB BUILDING,CECIL STREET,Office,18000001,2021-07-01,Strata,1170.0,15385,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,1,5,01-05,2021,7
GB BUILDING,CECIL STREET,Office,8580000,2021-07-01,Strata,504.0,17024,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,6,10,06-10,2021,7
GSM BUILDING,MIDDLE ROAD,Office,1200000,2021-07-01,Strata,81.0,14815,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2021,7
THE CENTRAL,EU TONG SEN STREET,Office,2222000,2021-07-01,Strata,86.0,25837,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,16,20,16-20,2021,7
FORTUNE CENTRE,MIDDLE ROAD,Office,445000,2021-07-01,Strata,19.0,23421,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2021,7
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,1041888,2021-07-01,Strata,48.0,21706,14," Geylang, Eunos",Leasehold,99.0,6,10,06-10,2021,7
SOHO LIFE,JOO CHIAT ROAD,Office,538000,2021-07-01,Strata,32.0,16813,15," Katong, Joo Chiat, Amber Road",Freehold,,1,5,01-05,2021,7
ROBINSON SQUARE,ROBINSON ROAD,Office,3025000,2021-07-01,Strata,110.0,27500,1," Raffles Place, Cecil, Marina, People's Park",Freehold,,11,15,11-15,2021,7
SULTAN PLAZA,JALAN SULTAN,Office,1207800,2021-07-01,Strata,102.0,11841,7," Middle Road, Golden Mile",Leasehold,99.0,6,10,06-10,2021,7
SBF CENTER,ROBINSON ROAD,Office,1710000,2021-07-01,Strata,55.0,31091,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,16,20,16-20,2021,7
PRESTIGE POINT,UPPER PAYA LEBAR ROAD,Office,510000,2021-07-01,Strata,16.0,31875,19," Serangoon Garden, Hougang, Punggol",Freehold,,1,5,01-05,2021,7
HIGH STREET PLAZA,HIGH STREET,Office,850000,2021-07-01,Strata,35.0,24286,6," High Street, Beach Road (part)",Leasehold,999.0,1,5,01-05,2021,7
REGENCY SUITES,KIM TIAN ROAD,Office,1528000,2021-07-01,Strata,107.0,14280,3," Queenstown, Tiong Bahru",Freehold,,1,5,01-05,2021,7
CONCORDE SHOPPING CENTRE,OUTRAM ROAD,Office,258880,2021-07-01,Strata,21.0,12328,3," Queenstown, Tiong Bahru",Leasehold,99.0,-1,-5,Basement,2021,7
INTERNATIONAL PLAZA,ANSON ROAD,Office,1803725,2021-07-01,Strata,87.0,20732,2," Anson, Tanjong Pagar",Leasehold,99.0,26,30,21+,2021,7
THE OCTAGON,CECIL STREET,Office,15472500,2021-07-01,Strata,575.0,26909,1," Raffles Place, Cecil, Marina, People's Park",Freehold,,6,10,06-10,2021,7
SOHO LIFE,JOO CHIAT ROAD,Office,585000,2021-07-01,Strata,37.0,15811,15," Katong, Joo Chiat, Amber Road",Freehold,,1,5,01-05,2021,7
SHENTON HOUSE,SHENTON WAY,Office,2383000,2021-07-01,Strata,126.0,18913,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,6,10,06-10,2021,7
PENINSULA EXCELSIOR HOTEL,COLEMAN STREET,Office,607200,2021-07-01,Strata,47.0,12919,6," High Street, Beach Road (part)",Leasehold,99.0,-1,-5,Basement,2021,7
TEAMBUILD CENTRE,GEYLANG ROAD,Office,831500,2021-07-01,Strata,105.0,7919,14," Geylang, Eunos",Leasehold,99.0,1,5,01-05,2021,7
KENSINGTON SQUARE,JALAN LOKAM,Office,700000,2021-07-01,Strata,22.0,31818,19," Serangoon Garden, Hougang, Punggol",Freehold,,1,5,01-05,2021,7
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,9800000,2021-07-01,Strata,335.0,29254,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,11,15,11-15,2021,7
MALACCA CENTRE,MALACCA STREET,Office,6190000,2021-06-01,Strata,199.0,31106,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,999.0,16,20,16-20,2021,6
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,31724500,2021-06-01,Strata,1119.0,28351,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,26,30,21+,2021,6
SUNTEC TOWER TWO,TEMASEK BOULEVARD,Office,34847800,2021-06-01,Strata,1336.0,26084,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,6,10,06-10,2021,6
SUNTEC TOWER TWO,TEMASEK BOULEVARD,Office,34895000,2021-06-01,Strata,1326.0,26316,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,11,15,11-15,2021,6
SUNTEC TOWER TWO,TEMASEK BOULEVARD,Office,34327200,2021-06-01,Strata,1299.0,26426,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,11,15,11-15,2021,6
SUNTEC TOWER TWO,TEMASEK BOULEVARD,Office,30058800,2021-06-01,Strata,1117.0,26910,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,16,20,16-20,2021,6
SUNTEC TOWER TWO,TEMASEK BOULEVARD,Office,31156700,2021-06-01,Strata,1095.0,28454,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,21,25,21+,2021,6
WOODS SQUARE,WOODLANDS SQUARE,Office,1053306,2021-06-01,Strata,52.0,20256,25," Kranji, Woodgrove",Leasehold,99.0,6,10,06-10,2021,6
SOUTHBANK,NORTH BRIDGE ROAD,Office,1180000,2021-06-01,Strata,64.0,18438,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2021,6
,ARMENIAN STREET,Office,3800000,2021-06-01,Strata,155.0,24516,6," High Street, Beach Road (part)",Leasehold,99.0,6,10,06-10,2021,6
WOODS SQUARE,WOODLANDS SQUARE,Office,810000,2021-06-01,Strata,52.0,15577,25," Kranji, Woodgrove",Leasehold,99.0,1,5,01-05,2021,6
GOLDEN MILE COMPLEX,BEACH ROAD,Office,2225000,2021-06-01,Strata,239.0,9310,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2021,6
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,930000,2021-06-01,Strata,45.0,20667,14," Geylang, Eunos",Leasehold,99.0,6,10,06-10,2021,6
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,1254000,2021-06-01,Strata,53.0,23660,6," High Street, Beach Road (part)",Leasehold,999.0,6,10,06-10,2021,6
,UPPER SERANGOON ROAD,Office,1500000,2021-06-01,Strata,175.0,8571,19," Serangoon Garden, Hougang, Punggol",Leasehold,999.0,1,5,01-05,2021,6
PEACE CENTRE/MANSIONS,SOPHIA ROAD,Office,1790000,2021-06-01,Strata,157.0,11401,9," Orchard, Cairnhill, River Valley",Leasehold,99.0,1,5,01-05,2021,6
,JOO CHIAT PLACE,Office,2700000,2021-06-01,Strata,132.0,20455,15," Katong, Joo Chiat, Amber Road",Freehold,,,,Unknown,2021,6
THE CENTRAL,EU TONG SEN STREET,Office,1880000,2021-06-01,Strata,60.0,31333,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,6,10,06-10,2021,6
CENTRIUM SQUARE,SERANGOON ROAD,Office,1688500,2021-06-01,Strata,57.0,29623,8, Little India,Freehold,,16,20,16-20,2021,6
SUNTEC TOWER TWO,TEMASEK BOULEVARD,Office,38300000,2021-06-01,Strata,1336.0,28668,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,11,15,11-15,2021,6
EON SHENTON,SHENTON WAY,Office,2428710,2021-06-01,Strata,103.0,23580,2," Anson, Tanjong Pagar",Leasehold,99.0,6,10,06-10,2021,6
CENTRIUM SQUARE,SERANGOON ROAD,Office,1535000,2021-06-01,Strata,57.0,26930,8, Little India,Freehold,,6,10,06-10,2021,6
SIM LIM TOWER,JALAN BESAR,Office,685000,2021-06-01,Strata,27.0,25370,8, Little India,Freehold,,1,5,01-05,2021,6
,CHIN SWEE ROAD,Office,557524,2021-06-01,Strata,43.0,12966,3," Queenstown, Tiong Bahru",Leasehold,99.0,1,5,01-05,2021,6
,CHIN SWEE ROAD,Office,427476,2021-06-01,Strata,33.0,12954,3," Queenstown, Tiong Bahru",Leasehold,99.0,1,5,01-05,2021,6
SOHO LIFE,JOO CHIAT ROAD,Office,710000,2021-06-01,Strata,51.0,13922,15," Katong, Joo Chiat, Amber Road",Freehold,,1,5,01-05,2021,6
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,285000,2021-06-01,Strata,19.0,15000,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2021,6
,ROBINSON ROAD,Office,2030000,2021-05-01,Strata,55.0,36909,1," Raffles Place, Cecil, Marina, People's Park",Freehold,,6,10,06-10,2021,5
HEXACUBE,CHANGI ROAD,Office,825000,2021-05-01,Strata,43.0,19186,14," Geylang, Eunos",Freehold,,1,5,01-05,2021,5
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Office,600000,2021-05-01,Strata,20.0,30000,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",Leasehold,99.0,1,5,01-05,2021,5
CENTRIUM SQUARE,SERANGOON ROAD,Office,1933500,2021-05-01,Strata,66.0,29295,8, Little India,Freehold,,16,20,16-20,2021,5
REGENCY SUITES,KIM TIAN ROAD,Office,1150000,2021-05-01,Strata,55.0,20909,3," Queenstown, Tiong Bahru",Freehold,,1,5,01-05,2021,5
GOLDEN MILE TOWER,BEACH ROAD,Office,640000,2021-05-01,Strata,42.0,15238,7," Middle Road, Golden Mile",Leasehold,99.0,6,10,06-10,2021,5
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,900000,2021-05-01,Strata,45.0,20000,14," Geylang, Eunos",Leasehold,99.0,6,10,06-10,2021,5
TONG ENG BUILDING,CECIL STREET,Office,1304576,2021-05-01,Strata,43.0,30339,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,999.0,11,15,11-15,2021,5
TONG ENG BUILDING,CECIL STREET,Office,2275424,2021-05-01,Strata,75.0,30339,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,999.0,11,15,11-15,2021,5
GB BUILDING,CECIL STREET,Office,9900000,2021-05-01,Strata,484.0,20455,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,11,15,11-15,2021,5
PEOPLE'S PARK COMPLEX,PARK ROAD,Office,1700000,2021-05-01,Strata,36.0,47222,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,1,5,01-05,2021,5
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,958000,2021-05-01,Strata,46.0,20826,6," High Street, Beach Road (part)",Leasehold,999.0,1,5,01-05,2021,5
,JALAN BESAR,Office,2330000,2021-05-01,Strata,217.0,10737,8, Little India,Freehold,,,,Unknown,2021,5
TEXTILE CENTRE,JALAN SULTAN,Office,1100000,2021-05-01,Strata,92.0,11957,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2021,5
TEXTILE CENTRE,JALAN SULTAN,Office,1240000,2021-05-01,Strata,90.0,13778,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2021,5
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,11754050,2021-05-01,Strata,508.0,23138,14," Geylang, Eunos",Leasehold,99.0,6,10,06-10,2021,5
THE PLAZA,BEACH ROAD,Office,2360000,2021-05-01,Strata,145.0,16276,7," Middle Road, Golden Mile",Leasehold,99.0,11,15,11-15,2021,5
CENTRIUM SQUARE,SERANGOON ROAD,Office,2582500,2021-05-01,Strata,92.0,28071,8, Little India,Freehold,,16,20,16-20,2021,5
CENTRIUM SQUARE,SERANGOON ROAD,Office,1935000,2021-05-01,Strata,67.0,28881,8, Little India,Freehold,,16,20,16-20,2021,5
LE SHANTIER,BALESTIER ROAD,Office,1400000,2021-05-01,Strata,88.0,15909,12," Balestier, Toa Payoh, Serangoon",Freehold,,1,5,01-05,2021,5
WIS@CHANGI,CHANGI ROAD,Office,900000,2021-05-01,Strata,59.0,15254,14," Geylang, Eunos",Freehold,,1,5,01-05,2021,5
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,700000,2021-05-01,Strata,58.0,12069,7," Middle Road, Golden Mile",Leasehold,99.0,6,10,06-10,2021,5
SAMSUNG HUB,CHURCH STREET,Office,53097242,2021-05-01,Strata,1218.0,43594,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,999.0,6,10,06-10,2021,5
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,1100000,2021-05-01,Strata,51.0,21569,6," High Street, Beach Road (part)",Leasehold,99.0,6,10,06-10,2021,5
MAXWELL HOUSE,MAXWELL ROAD,Office,276800000,2021-05-01,Strata,16673.0,16602,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,,,Unknown,2021,5
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,10330000,2021-05-01,Strata,286.0,36119,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,36,40,21+,2021,5
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,906000,2021-05-01,Strata,45.0,20133,14," Geylang, Eunos",Leasehold,99.0,1,5,01-05,2021,5
SOHO LIFE,JOO CHIAT ROAD,Office,512000,2021-05-01,Strata,32.0,16000,15," Katong, Joo Chiat, Amber Road",Freehold,,1,5,01-05,2021,5
MIDPOINT ORCHARD,ORCHARD ROAD,Office,6300000,2021-05-01,Strata,66.0,95455,9," Orchard, Cairnhill, River Valley",Freehold,,1,5,01-05,2021,5
ORCHARD TOWERS,ORCHARD ROAD,Office,1871000,2021-05-01,Strata,89.0,21022,9," Orchard, Cairnhill, River Valley",Freehold,,6,10,06-10,2021,5
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,6588000,2021-05-01,Strata,204.0,32294,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,36,40,21+,2021,5
,KIM KEAT LANE,Office,1128000,2021-05-01,Strata,123.0,9171,12," Balestier, Toa Payoh, Serangoon",Freehold,,,,Unknown,2021,5
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Office,480000,2021-04-01,Strata,15.0,32000,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",Leasehold,999.0,1,5,01-05,2021,4
SHENTON HOUSE,SHENTON WAY,Office,1030000,2021-04-01,Strata,52.0,19808,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,6,10,06-10,2021,4
PLUS,CECIL STREET,Office,4123040,2021-04-01,Strata,126.0,32723,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,6,10,06-10,2021,4
ORCHARD TOWERS,ORCHARD ROAD,Office,1660000,2021-04-01,Strata,73.0,22740,9," Orchard, Cairnhill, River Valley",Freehold,,6,10,06-10,2021,4
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,590000,2021-04-01,Strata,32.0,18438,6," High Street, Beach Road (part)",Leasehold,99.0,1,5,01-05,2021,4
ORCHARD TOWERS,ORCHARD ROAD,Office,1083000,2021-04-01,Strata,53.0,20434,9," Orchard, Cairnhill, River Valley",Freehold,,11,15,11-15,2021,4
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,1238250,2021-04-01,Strata,59.0,20987,14," Geylang, Eunos",Leasehold,99.0,1,5,01-05,2021,4
,ARMENIAN STREET,Office,3100000,2021-04-01,Strata,142.0,21831,6," High Street, Beach Road (part)",Leasehold,99.0,1,5,01-05,2021,4
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,2291900,2021-04-01,Strata,99.0,23151,14," Geylang, Eunos",Leasehold,99.0,11,15,11-15,2021,4
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,1088000,2021-04-01,Strata,47.0,23149,14," Geylang, Eunos",Leasehold,99.0,11,15,11-15,2021,4
HAVELOCK2,HAVELOCK ROAD,Office,1388604,2021-04-01,Strata,69.0,20125,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,1,5,01-05,2021,4
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,5482758,2021-04-01,Strata,237.0,23134,14," Geylang, Eunos",Leasehold,99.0,6,10,06-10,2021,4
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,17293500,2021-04-01,Strata,765.0,22606,14," Geylang, Eunos",Leasehold,99.0,6,10,06-10,2021,4
THE CENTRAL,EU TONG SEN STREET,Office,1584000,2021-04-01,Strata,59.0,26847,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,11,15,11-15,2021,4
HIGH STREET PLAZA,HIGH STREET,Office,260000,2021-04-01,Strata,9.0,28889,6," High Street, Beach Road (part)",Leasehold,999.0,6,10,06-10,2021,4
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,4300000,2021-04-01,Strata,144.0,29861,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,6,10,06-10,2021,4
HIGH STREET PLAZA,HIGH STREET,Office,1145000,2021-04-01,Strata,46.0,24891,6," High Street, Beach Road (part)",Leasehold,999.0,6,10,06-10,2021,4
THE CENTRAL,EU TONG SEN STREET,Office,2861200,2021-04-01,Strata,81.0,35323,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,21,25,21+,2021,4
THE CENTRAL,EU TONG SEN STREET,Office,2138800,2021-04-01,Strata,60.0,35647,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,21,25,21+,2021,4
INTERNATIONAL PLAZA,ANSON ROAD,Office,1030000,2021-04-01,Strata,43.0,23953,2," Anson, Tanjong Pagar",Leasehold,99.0,16,20,16-20,2021,4
ORCHARD PLAZA,ORCHARD ROAD,Office,1042000,2021-04-01,Strata,77.0,13532,9," Orchard, Cairnhill, River Valley",Leasehold,99.0,6,10,06-10,2021,4
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,1030000,2021-04-01,Strata,47.0,21915,14," Geylang, Eunos",Leasehold,99.0,6,10,06-10,2021,4
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Office,495000,2021-04-01,Strata,17.0,29118,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",Leasehold,999.0,1,5,01-05,2021,4
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,925000,2021-04-01,Strata,45.0,20556,14," Geylang, Eunos",Leasehold,99.0,6,10,06-10,2021,4
ORCHARD TOWERS,ORCHARD ROAD,Office,800000,2021-04-01,Strata,37.0,21622,9," Orchard, Cairnhill, River Valley",Freehold,,11,15,11-15,2021,4
HOA NAM BUILDING,FOCH ROAD,Office,1420000,2021-04-01,Strata,78.0,18205,8, Little India,Freehold,,1,5,01-05,2021,4
THE MODULES,JOO CHIAT ROAD,Office,620000,2021-04-01,Strata,34.0,18235,15," Katong, Joo Chiat, Amber Road",Freehold,,1,5,01-05,2021,4
GIFFARD MANSIONS,BALESTIER ROAD,Office,700000,2021-04-01,Strata,53.0,13208,12," Balestier, Toa Payoh, Serangoon",Freehold,,1,5,01-05,2021,4
UNION BUILDING,TRAS STREET,Office,1450000,2021-04-01,Strata,66.0,21970,2," Anson, Tanjong Pagar",Freehold,,1,5,01-05,2021,4
THE CENTRAL,EU TONG SEN STREET,Office,2070000,2021-04-01,Strata,86.0,24070,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,16,20,16-20,2021,4
VISION EXCHANGE,VENTURE DRIVE,Office,1325000,2021-03-01,Strata,78.0,16987,22, Jurong,Leasehold,99.0,6,10,06-10,2021,3
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,1010000,2021-03-01,Strata,47.0,21489,14," Geylang, Eunos",Leasehold,99.0,11,15,11-15,2021,3
INTERNATIONAL PLAZA,ANSON ROAD,Office,2985000,2021-03-01,Strata,135.0,22111,2," Anson, Tanjong Pagar",Leasehold,99.0,16,20,16-20,2021,3
FU LU SHOU COMPLEX,ROCHOR ROAD,Office,2074680,2021-03-01,Strata,189.0,10977,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2021,3
CENTRIUM SQUARE,SERANGOON ROAD,Office,1924520,2021-03-01,Strata,67.0,28724,8, Little India,Freehold,,16,20,16-20,2021,3
SBF CENTER,ROBINSON ROAD,Office,2060000,2021-03-01,Strata,59.0,34915,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,21,25,21+,2021,3
BURLINGTON SQUARE,BENCOOLEN STREET,Office,1199998,2021-03-01,Strata,65.0,18462,7," Middle Road, Golden Mile",Leasehold,99.0,11,15,11-15,2021,3
LE SHANTIER,BALESTIER ROAD,Office,950000,2021-03-01,Strata,68.0,13971,12," Balestier, Toa Payoh, Serangoon",Freehold,,1,5,01-05,2021,3
GOLDHILL PLAZA,GOLDHILL PLAZA,Office,2170000,2021-03-01,Strata,115.0,18870,11," Watten Estate, Novena, Thomson",Leasehold,999.0,1,5,01-05,2021,3
GOLDHILL PLAZA,GOLDHILL PLAZA,Office,3430000,2021-03-01,Strata,182.0,18846,11," Watten Estate, Novena, Thomson",Leasehold,999.0,1,5,01-05,2021,3
WOODS SQUARE,WOODLANDS SQUARE,Office,1168641,2021-03-01,Strata,61.0,19158,25," Kranji, Woodgrove",Leasehold,99.0,1,5,01-05,2021,3
SOHO LIFE,JOO CHIAT ROAD,Office,650000,2021-03-01,Strata,40.0,16250,15," Katong, Joo Chiat, Amber Road",Freehold,,1,5,01-05,2021,3
